Date,Nitrate,PH,DissolvedOxygen,Temperature
2025-01-01,10.864166666666668,7.7491666666666665,10.354166666666666,8.747083333333334
2025-01-02,11.481666666666667,7.958333333333333,11.26375,6.409166666666667
2025-01-03,13.3575,7.953333333333333,12.07625,4.2508333333333335
2025-01-04,13.000416666666666,7.891249999999999,12.235416666666666,3.8954166666666663
2025-01-05,11.137500000000001,7.821666666666666,11.632083333333334,5.070833333333334
2025-01-06,10.19,7.861249999999999,10.896666666666667,6.82125
2025-01-07,10.551250000000001,7.892499999999999,11.388333333333334,5.195
2025-01-08,11.256666666666668,7.8741666666666665,11.746250000000002,4.300833333333333
2025-01-09,11.231666666666667,7.8379166666666675,11.825000000000001,4.028333333333333
2025-01-10,10.963333333333333,7.798749999999999,12.438333333333333,3.0725
2025-01-11,10.959583333333333,7.758333333333333,12.667499999999999,2.705416666666667
2025-01-12,10.8825,7.734583333333333,12.875416666666666,2.6054166666666667
2025-01-13,10.637083333333333,7.7175,12.350833333333334,4.003333333333333
2025-01-14,10.2125,7.72125,11.934583333333334,4.945833333333334
2025-01-15,10.169583333333334,7.70375,11.176250000000001,6.591666666666666
2025-01-16,10.110416666666667,7.697916666666667,10.956249999999999,7.249583333333334
2025-01-17,10.122916666666667,7.71125,11.119166666666667,6.830416666666667
2025-01-18,10.018333333333333,7.720833333333334,11.2875,6.271666666666667
2025-01-19,10.21625,7.7225,11.475416666666668,5.65875
2025-01-20,10.5725,7.7316666666666665,11.558333333333332,5.526666666666666
2025-01-21,10.614583333333334,7.7316666666666665,11.459583333333335,5.577500000000001
2025-01-22,10.44375,7.730833333333333,11.225416666666668,5.724166666666666
2025-01-23,10.2125,7.76875,11.522083333333333,5.2875000000000005
2025-01-24,9.652083333333334,7.764166666666667,11.107916666666666,6.533333333333334
2025-01-25,11.502083333333333,7.937083333333334,11.501666666666667,5.885000000000001
2025-01-26,12.31,7.879166666666666,11.707500000000001,4.7595833333333335
2025-01-27,11.314166666666667,7.944166666666667,11.32,5.923333333333333
2025-01-28,12.137083333333335,8.01,11.130416666666667,6.420416666666667
2025-01-29,12.0875,8.012083333333333,11.340416666666668,6.408333333333334
2025-01-30,12.481250000000001,7.983750000000001,11.596666666666666,5.667083333333333
2025-01-31,11.580416666666666,7.894583333333333,11.80375,5.396249999999999
2025-02-01,11.3925,7.917083333333333,11.733333333333334,5.775833333333334
2025-02-02,12.174166666666666,7.941666666666666,12.115416666666667,4.545833333333333
2025-02-03,11.320833333333333,7.899583333333333,12.362916666666665,4.3062499999999995
2025-02-04,10.822916666666666,7.866666666666667,11.964166666666666,5.552916666666667
2025-02-05,10.784999999999998,7.864583333333333,11.882916666666667,5.947500000000001
2025-02-06,10.194583333333332,7.828333333333333,12.0675,5.23375
2025-02-07,9.69,7.81125,12.015,4.917916666666667
2025-02-08,9.930833333333334,7.817916666666666,11.889583333333334,5.470833333333334
2025-02-09,10.030833333333334,7.81375,11.788333333333334,5.8566666666666665
2025-02-10,9.913333333333334,7.7925,11.713333333333333,5.906666666666666
2025-02-11,9.671666666666667,7.89875,12.043333333333335,5.430416666666667
2025-02-12,10.877083333333333,7.96375,12.219166666666666,5.328333333333333
2025-02-13,11.143333333333333,7.9312499999999995,12.199583333333335,5.399583333333333
2025-02-14,10.930833333333332,7.895,12.372916666666667,5.15375
2025-02-15,10.799999999999999,7.8687499999999995,12.498750000000001,4.7908333333333335
2025-02-16,11.045,7.8500000000000005,12.410416666666668,5.0375000000000005
2025-02-17,10.90375,7.827916666666667,12.722916666666668,4.347083333333333
2025-02-18,10.72,7.805833333333333,12.770000000000001,4.215833333333333
2025-02-19,10.847500000000002,7.79,12.60375,4.412083333333333
2025-02-20,11.496666666666668,7.775416666666666,11.846666666666666,6.4816666666666665
2025-02-21,10.579166666666667,7.790833333333333,11.03125,9.333333333333334
2025-02-22,9.397499999999999,7.772916666666667,10.625833333333334,10.149166666666666
2025-02-23,9.172500000000001,7.830416666666667,11.284166666666666,8.770833333333334
2025-02-24,8.893333333333333,7.819583333333333,10.759583333333333,9.348333333333334
2025-02-25,11.0225,7.99125,11.352916666666667,8.091666666666667
2025-02-26,9.9025,7.930833333333333,11.676666666666668,6.93875
2025-02-27,10.722083333333332,8.001666666666667,12.077916666666667,6.215833333333333
2025-02-28,11.252916666666666,8.014583333333333,12.355833333333335,5.857500000000001
2025-03-01,10.593333333333334,7.972083333333334,12.659999999999998,5.6475
2025-03-02,10.163333333333332,7.918333333333333,12.782499999999999,5.4175
2025-03-03,10.091666666666667,7.888750000000001,12.767083333333334,5.375
2025-03-04,9.729166666666666,7.865416666666667,12.74125,5.6925
2025-03-05,8.7348,7.86,12.5336,6.179600000000001
2025-03-06,8.3175,7.895833333333333,12.114583333333334,6.7825
2025-03-07,9.053749999999999,7.889166666666667,11.8175,8.142916666666666
2025-03-08,8.853333333333333,7.883333333333333,11.771666666666667,8.740833333333333
2025-03-09,9.065833333333332,7.8758333333333335,11.707916666666668,9.02625
2025-03-10,9.185833333333333,7.839583333333334,11.130833333333333,8.794583333333334
2025-03-11,9.134166666666667,7.870833333333334,11.72875,8.606250000000001
2025-03-12,8.749583333333334,7.881666666666667,12.034166666666666,7.66
2025-03-13,9.2425,7.89125,12.289583333333333,7.00375
2025-03-14,8.99375,7.855833333333333,12.323749999999999,6.7179166666666665
2025-03-15,8.680833333333334,7.884166666666666,12.982083333333334,6.692916666666666
2025-03-16,8.592916666666666,7.889166666666667,13.333333333333334,6.101666666666667
2025-03-17,8.8,7.822083333333333,12.28875,7.4937499999999995
2025-03-18,8.62,7.826666666666667,11.687083333333334,9.586666666666668
2025-03-19,8.61875,7.986249999999999,12.282499999999999,8.734166666666667
2025-03-20,8.364166666666668,7.991666666666667,12.33375,8.94875
2025-03-21,7.976666666666667,8.0175,12.840416666666668,9.800833333333333
2025-03-22,9.60125,7.932083333333334,11.947083333333333,11.179583333333333
2025-03-23,10.698333333333332,7.780833333333334,10.605833333333333,11.132083333333334
2025-03-24,8.115833333333333,7.829166666666667,10.739166666666668,9.795416666666666
2025-03-25,8.875,7.947916666666667,11.686666666666667,10.149166666666668
2025-03-26,9.036666666666667,8.065416666666666,11.768749999999999,10.987916666666665
2025-03-27,8.882083333333332,8.043333333333333,11.810416666666667,10.976666666666667
2025-03-28,9.03625,8.0675,11.628333333333332,11.079583333333334
2025-03-29,8.672500000000001,8.128333333333334,11.946666666666667,10.769583333333335
2025-03-30,9.040000000000001,8.160416666666666,11.974166666666667,11.175416666666665
2025-03-31,8.82875,8.155,11.989166666666668,11.147916666666667
2025-04-01,8.8025,8.145,12.125416666666666,11.407916666666667
2025-04-02,9.033333333333333,8.116666666666667,11.907499999999999,11.54125
2025-04-03,9.299583333333333,8.145416666666668,12.119583333333333,11.915833333333333
2025-04-04,9.254583333333333,8.19,12.055,12.205833333333333
2025-04-05,9.061666666666666,8.191666666666666,12.002083333333333,12.3925
2025-04-06,9.30625,8.185416666666667,12.017083333333334,12.389583333333334
2025-04-07,10.187083333333334,8.162083333333333,11.715833333333334,12.1825
2025-04-08,10.47,8.102083333333333,11.518749999999999,12.095833333333333
2025-04-09,10.797916666666666,8.0725,11.522083333333335,12.068333333333333
2025-04-10,11.03125,8.0725,11.581249999999999,12.187083333333334
2025-04-11,11.292083333333332,8.048333333333334,11.470416666666667,12.38125
2025-04-12,11.580416666666666,8.041666666666666,11.340000000000002,12.715000000000002
2025-04-13,11.824166666666665,8.015833333333333,10.997916666666667,13.207083333333335
2025-04-14,11.582500000000001,7.979583333333333,10.729583333333332,13.139583333333334
2025-04-15,10.43375,7.897083333333334,10.195833333333333,13.032083333333333
2025-04-16,10.395833333333334,7.939583333333334,10.325416666666667,13.136249999999999
2025-04-17,10.393333333333333,7.92875,10.502083333333333,13.13375
2025-04-18,10.025833333333333,8.008750000000001,10.669583333333334,13.238750000000001
2025-04-19,9.967083333333333,8.005,10.6325,13.477083333333333
2025-04-20,9.681666666666667,8.022083333333333,10.620416666666666,13.46875
2025-04-21,9.581249999999999,8.039166666666667,10.45125,13.460416666666667
2025-04-22,9.96625,7.994583333333334,10.572083333333333,13.683333333333332
2025-04-23,9.676666666666668,7.949583333333333,10.480833333333333,13.53625
2025-04-24,9.332916666666668,8.007916666666667,10.581666666666667,13.847083333333332
2025-04-25,9.528333333333334,7.954999999999999,10.61125,13.560833333333333
2025-04-26,9.28375,7.989999999999999,10.7125,13.362083333333333
2025-04-27,9.68625,7.968333333333334,10.878333333333332,13.529583333333333
2025-04-28,9.5825,7.9558333333333335,10.847083333333332,13.83875
2025-04-29,9.45375,7.99125,10.702083333333334,14.411666666666667
2025-04-30,9.7675,7.96,10.441666666666666,15.042083333333332
2025-05-01,9.681666666666667,7.966666666666666,10.181666666666667,15.620416666666666
